treatment,replicate,update,environment,population_size,0000,0001,0010,0011,0100,0101,0110,0111,1000,1001,1010,1011,1100,1101,1110,1111
io-sense-cycle-200,single_runs_16,0,nand+not-,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
io-sense-cycle-200,single_runs_16,1000,nand-not+,3600,3598,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
io-sense-cycle-200,single_runs_16,10000,nand+not-,3599,3486,0,0,0,0,89,0,0,0,0,18,0,0,0,0,6
io-sense-cycle-200,single_runs_16,100000,nand+not-,3590,1112,284,10,4,4,16,0,0,46,2004,49,55,0,6,0,0
io-sense-cycle-200,single_runs_16,10500,nand+not-,3598,3518,0,0,0,0,37,0,0,0,0,43,0,0,0,0,0
io-sense-cycle-200,single_runs_16,11000,nand-not+,3597,3550,0,0,0,0,12,0,0,0,0,33,0,0,0,0,2
io-sense-cycle-200,single_runs_16,11500,nand-not+,3597,3481,0,0,0,0,106,0,0,0,0,10,0,0,0,0,0
io-sense-cycle-200,single_runs_16,12000,nand+not-,3599,3383,0,0,0,0,212,0,0,0,0,4,0,0,0,0,0
io-sense-cycle-200,single_runs_16,12500,nand+not-,3599,3330,0,0,0,0,72,0,0,0,0,196,0,0,0,0,1
io-sense-cycle-200,single_runs_16,13000,nand-not+,3600,2381,0,0,0,0,18,0,0,0,0,1192,0,0,0,0,9
io-sense-cycle-200,single_runs_16,13500,nand-not+,3512,1909,0,0,0,0,752,0,0,1,0,842,0,0,0,0,8
io-sense-cycle-200,single_runs_16,14000,nand+not-,3582,1758,0,0,0,0,1025,0,0,0,0,791,0,0,0,0,8
io-sense-cycle-200,single_runs_16,14500,nand+not-,3582,1670,0,0,0,0,389,0,0,1,0,1497,0,0,0,0,25
io-sense-cycle-200,single_runs_16,1500,nand-not+,3599,3598,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
io-sense-cycle-200,single_runs_16,15000,nand-not+,3594,1600,0,0,0,0,172,0,0,0,0,1703,0,0,0,0,119
io-sense-cycle-200,single_runs_16,15500,nand-not+,3527,1292,0,0,0,0,1154,0,0,0,0,957,2,0,0,0,122
io-sense-cycle-200,single_runs_16,16000,nand+not-,3595,1452,0,0,0,0,1813,0,0,0,0,221,0,0,0,0,109
io-sense-cycle-200,single_runs_16,16500,nand+not-,3500,1204,0,0,0,0,989,0,0,0,0,1129,0,0,0,0,178
io-sense-cycle-200,single_runs_16,17000,nand-not+,3577,1421,0,0,0,0,561,0,0,0,0,1456,16,0,0,6,117
io-sense-cycle-200,single_runs_16,17500,nand-not+,3507,1269,0,0,0,0,1429,0,0,0,0,730,0,0,0,0,79
io-sense-cycle-200,single_runs_16,18000,nand+not-,3555,1197,0,0,0,0,1868,0,0,0,0,438,0,0,0,0,52
io-sense-cycle-200,single_runs_16,18500,nand+not-,3461,1017,0,0,0,0,1241,0,0,0,0,1099,0,0,0,1,103
io-sense-cycle-200,single_runs_16,19000,nand-not+,3496,1043,0,0,0,0,1025,0,0,0,0,1317,0,0,0,5,106
io-sense-cycle-200,single_runs_16,19500,nand-not+,3373,758,0,0,0,0,929,0,0,0,0,1537,0,0,0,1,148
io-sense-cycle-200,single_runs_16,2000,nand+not-,3596,3563,0,0,0,0,32,0,0,0,0,1,0,0,0,0,0
io-sense-cycle-200,single_runs_16,20000,nand+not-,3492,1006,0,0,0,0,1074,0,0,0,0,1310,0,0,0,0,102
io-sense-cycle-200,single_runs_16,20500,nand+not-,3573,1223,0,0,0,0,768,0,0,0,0,1399,0,0,0,0,183
io-sense-cycle-200,single_runs_16,21000,nand-not+,3563,1128,0,0,0,0,443,0,0,0,0,1786,0,0,0,0,206
io-sense-cycle-200,single_runs_16,21500,nand-not+,3476,1128,753,0,3,2,285,0,0,0,0,1119,0,0,0,0,186
io-sense-cycle-200,single_runs_16,22000,nand+not-,3586,1282,1686,0,0,5,380,0,0,0,0,169,17,0,0,0,47
io-sense-cycle-200,single_runs_16,22500,nand+not-,3600,1165,983,11,0,7,267,0,0,54,0,956,27,8,0,7,115
io-sense-cycle-200,single_runs_16,23000,nand-not+,3588,1111,791,9,0,5,38,0,0,264,0,1217,54,8,0,15,76
io-sense-cycle-200,single_runs_16,23500,nand-not+,3490,1018,1055,0,0,8,408,0,0,3,1,800,10,0,0,1,186
io-sense-cycle-200,single_runs_16,24000,nand+not-,3543,1157,1638,3,1,3,32,0,0,2,0,610,16,1,0,0,80
io-sense-cycle-200,single_runs_16,24500,nand+not-,3433,954,924,4,1,14,127,0,0,4,0,1173,30,0,0,2,200
io-sense-cycle-200,single_runs_16,2500,nand+not-,3599,3559,0,0,0,0,24,0,0,0,0,14,0,0,0,0,2
io-sense-cycle-200,single_runs_16,25000,nand-not+,3589,1063,414,0,0,4,175,0,0,0,0,1751,35,0,0,0,147
io-sense-cycle-200,single_runs_16,25500,nand-not+,3438,969,1081,0,3,20,100,0,1,1,2,893,105,0,0,0,263
io-sense-cycle-200,single_runs_16,26000,nand+not-,3517,1126,1611,0,1,11,62,0,0,2,0,469,104,0,0,10,121
io-sense-cycle-200,single_runs_16,26500,nand+not-,3427,931,1136,0,0,14,30,0,0,0,0,986,91,0,0,7,232
io-sense-cycle-200,single_runs_16,27000,nand-not+,3583,925,741,0,0,8,10,0,0,0,0,1655,21,0,0,0,223
io-sense-cycle-200,single_runs_16,27500,nand-not+,3564,859,1213,0,0,11,31,0,0,1,0,1141,50,0,0,0,258
io-sense-cycle-200,single_runs_16,28000,nand+not-,3557,1139,1603,0,2,22,59,0,0,1,4,495,92,0,0,0,140
io-sense-cycle-200,single_runs_16,28500,nand+not-,3413,921,1212,0,0,11,13,0,0,0,8,1071,35,0,0,2,140
io-sense-cycle-200,single_runs_16,29000,nand-not+,3581,1038,667,0,0,10,20,0,0,20,253,1387,46,1,1,1,137
io-sense-cycle-200,single_runs_16,29500,nand-not+,3479,804,210,0,1,0,1270,0,0,20,387,526,68,2,7,0,184
io-sense-cycle-200,single_runs_16,3000,nand-not+,3595,3494,0,0,0,0,12,0,0,0,0,89,0,0,0,0,0
io-sense-cycle-200,single_runs_16,30000,nand+not-,3520,1039,632,0,1,7,250,0,0,19,727,630,37,1,31,0,146
io-sense-cycle-200,single_runs_16,30500,nand+not-,3532,919,490,0,8,5,43,0,0,134,677,658,517,1,0,1,79
io-sense-cycle-200,single_runs_16,31000,nand-not+,3565,838,296,1,5,3,27,0,0,212,975,223,935,4,12,1,33
io-sense-cycle-200,single_runs_16,31500,nand-not+,3569,904,290,3,13,3,22,0,0,55,1910,89,226,2,39,0,13
io-sense-cycle-200,single_runs_16,32000,nand+not-,3587,996,283,4,10,4,38,0,0,32,2042,32,83,0,58,1,4
io-sense-cycle-200,single_runs_16,32500,nand+not-,3589,886,153,5,8,4,39,0,0,101,2220,41,92,1,31,0,8
io-sense-cycle-200,single_runs_16,33000,nand-not+,3590,959,121,9,14,2,19,0,0,241,1969,80,147,0,25,0,4
io-sense-cycle-200,single_runs_16,33500,nand-not+,3595,943,210,8,13,3,37,0,0,51,2198,34,73,1,18,0,6
io-sense-cycle-200,single_runs_16,34000,nand+not-,3589,905,406,2,3,10,51,0,1,71,1980,28,44,1,85,0,2
io-sense-cycle-200,single_runs_16,34500,nand+not-,3584,976,138,13,4,2,21,0,0,109,2196,34,69,1,15,0,6
io-sense-cycle-200,single_runs_16,3500,nand-not+,3598,3540,0,0,0,0,39,0,0,0,0,19,0,0,0,0,0
io-sense-cycle-200,single_runs_16,35000,nand-not+,3586,911,118,9,14,3,18,0,0,222,2110,65,107,0,8,1,0
io-sense-cycle-200,single_runs_16,35500,nand-not+,3590,936,225,13,4,6,29,0,0,62,2188,37,78,0,9,0,3
io-sense-cycle-200,single_runs_16,36000,nand+not-,3589,968,320,6,11,4,24,0,0,64,2091,35,37,0,25,0,4
io-sense-cycle-200,single_runs_16,36500,nand+not-,3587,955,139,12,7,1,35,1,1,151,2128,41,95,1,18,0,2
io-sense-cycle-200,single_runs_16,37000,nand-not+,3586,915,103,12,6,1,26,2,0,222,2136,53,93,1,13,0,3
io-sense-cycle-200,single_runs_16,37500,nand-not+,3586,929,199,11,5,5,36,0,0,83,2165,44,94,0,8,1,6
io-sense-cycle-200,single_runs_16,38000,nand+not-,3586,979,274,13,12,3,49,0,0,63,2102,27,47,0,12,1,4
io-sense-cycle-200,single_runs_16,38500,nand+not-,3584,948,162,15,7,3,42,0,0,102,2168,54,72,0,9,0,2
io-sense-cycle-200,single_runs_16,39000,nand-not+,3589,942,91,12,10,3,36,0,0,221,2085,68,106,1,6,1,7
io-sense-cycle-200,single_runs_16,39500,nand-not+,3584,942,230,5,1,4,28,0,0,91,2134,58,72,0,14,0,5
io-sense-cycle-200,single_runs_16,4000,nand+not-,3595,3487,0,0,0,0,90,0,0,0,0,18,0,0,0,0,0
io-sense-cycle-200,single_runs_16,40000,nand+not-,3585,892,301,13,6,5,31,0,0,69,2154,38,55,0,15,0,6
io-sense-cycle-200,single_runs_16,40500,nand+not-,3590,937,156,15,6,3,30,0,0,132,2184,46,66,0,15,0,0
io-sense-cycle-200,single_runs_16,41000,nand-not+,3592,903,92,9,7,1,24,0,0,310,2025,108,99,1,12,0,1
io-sense-cycle-200,single_runs_16,41500,nand-not+,3593,878,145,8,9,7,32,0,0,80,2335,44,48,0,5,0,2
io-sense-cycle-200,single_runs_16,42000,nand+not-,3588,956,369,11,9,3,20,0,0,45,2090,22,49,0,13,0,1
io-sense-cycle-200,single_runs_16,42500,nand+not-,3586,980,128,12,4,2,31,0,0,135,2163,58,63,0,9,0,1
io-sense-cycle-200,single_runs_16,43000,nand-not+,3585,981,91,14,5,3,24,0,0,256,2039,96,62,1,10,2,1
