treatment,replicate,update,environment,population_size,0000,0001,0010,0011,0100,0101,0110,0111,1000,1001,1010,1011,1100,1101,1110,1111
io-sense-only,single_runs_5,0,nand+not-,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
io-sense-only,single_runs_5,1000,nand+not-,3597,3593,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1
io-sense-only,single_runs_5,10000,nand+not-,3599,3519,0,0,0,0,76,0,0,0,0,4,0,0,0,0,0
io-sense-only,single_runs_5,100000,nand+not-,3446,918,1360,0,0,3,26,0,0,0,0,1077,57,0,0,0,5
io-sense-only,single_runs_5,10500,nand-not+,3598,3503,0,0,0,0,10,0,0,0,0,85,0,0,0,0,0
io-sense-only,single_runs_5,11000,nand+not-,3599,3595,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
io-sense-only,single_runs_5,11500,nand-not+,3600,3565,0,0,0,0,11,0,0,0,0,24,0,0,0,0,0
io-sense-only,single_runs_5,12000,nand+not-,3597,3597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
io-sense-only,single_runs_5,12500,nand-not+,3598,3536,0,0,0,0,59,0,0,0,0,3,0,0,0,0,0
io-sense-only,single_runs_5,13000,nand+not-,3600,3128,0,0,0,0,472,0,0,0,0,0,0,0,0,0,0
io-sense-only,single_runs_5,13500,nand-not+,3598,3443,0,0,0,0,152,0,0,0,0,3,0,0,0,0,0
io-sense-only,single_runs_5,14000,nand+not-,3600,3354,0,0,0,0,236,0,0,0,0,10,0,0,0,0,0
io-sense-only,single_runs_5,14500,nand-not+,3599,3409,0,0,0,0,68,0,0,0,0,122,0,0,0,0,0
io-sense-only,single_runs_5,1500,nand-not+,3597,3579,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0
io-sense-only,single_runs_5,15000,nand+not-,3597,2976,0,0,0,0,574,0,0,0,0,47,0,0,0,0,0
io-sense-only,single_runs_5,15500,nand-not+,3598,3440,0,0,0,0,49,0,0,0,0,109,0,0,0,0,0
io-sense-only,single_runs_5,16000,nand+not-,3598,3336,0,0,0,0,222,0,0,0,0,40,0,0,0,0,0
io-sense-only,single_runs_5,16500,nand-not+,3599,3517,0,0,0,0,29,0,0,0,0,53,0,0,0,0,0
io-sense-only,single_runs_5,17000,nand+not-,3600,3396,0,0,0,0,197,0,0,0,0,6,0,0,0,0,1
io-sense-only,single_runs_5,17500,nand-not+,3599,3571,0,0,0,0,27,0,0,0,0,1,0,0,0,0,0
io-sense-only,single_runs_5,18000,nand+not-,3600,3405,0,0,0,0,167,0,0,0,0,28,0,0,0,0,0
io-sense-only,single_runs_5,18500,nand-not+,3600,3580,0,0,0,0,3,0,0,0,0,17,0,0,0,0,0
io-sense-only,single_runs_5,19000,nand+not-,3598,3544,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0
io-sense-only,single_runs_5,19500,nand-not+,3600,3580,0,0,0,0,15,0,0,0,0,5,0,0,0,0,0
io-sense-only,single_runs_5,2000,nand+not-,3598,3591,0,0,0,0,1,0,0,0,0,6,0,0,0,0,0
io-sense-only,single_runs_5,20000,nand+not-,3598,3444,0,0,0,0,154,0,0,0,0,0,0,0,0,0,0
io-sense-only,single_runs_5,20500,nand-not+,3599,3579,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0
io-sense-only,single_runs_5,21000,nand+not-,3600,3426,0,0,0,0,174,0,0,0,0,0,0,0,0,0,0
io-sense-only,single_runs_5,21500,nand-not+,3598,3580,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0
io-sense-only,single_runs_5,22000,nand+not-,3598,3510,0,0,0,0,77,0,0,0,0,11,0,0,0,0,0
io-sense-only,single_runs_5,22500,nand-not+,3599,3414,0,0,0,0,50,0,0,0,0,126,0,0,0,0,9
io-sense-only,single_runs_5,23000,nand+not-,3599,3561,0,0,0,0,9,0,0,0,0,29,0,0,0,0,0
io-sense-only,single_runs_5,23500,nand-not+,3599,3570,0,0,0,0,12,0,0,0,0,17,0,0,0,0,0
io-sense-only,single_runs_5,24000,nand+not-,3599,3590,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0
io-sense-only,single_runs_5,24500,nand-not+,3599,3562,0,0,0,0,36,0,0,0,0,1,0,0,0,0,0
io-sense-only,single_runs_5,2500,nand-not+,3592,3590,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
io-sense-only,single_runs_5,25000,nand+not-,3600,3552,0,0,0,0,36,0,0,0,0,12,0,0,0,0,0
io-sense-only,single_runs_5,25500,nand-not+,3600,3530,0,0,0,0,15,0,0,0,0,50,0,0,0,0,5
io-sense-only,single_runs_5,26000,nand+not-,3600,3548,0,0,0,0,43,0,0,0,0,9,0,0,0,0,0
io-sense-only,single_runs_5,26500,nand-not+,3600,3491,0,0,0,0,21,0,0,0,0,88,0,0,0,0,0
io-sense-only,single_runs_5,27000,nand+not-,3598,3436,0,0,0,0,158,0,0,0,0,4,0,0,0,0,0
io-sense-only,single_runs_5,27500,nand-not+,3600,3541,0,0,0,0,6,0,0,0,0,53,0,0,0,0,0
io-sense-only,single_runs_5,28000,nand+not-,3599,3557,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0
